>>> repeatability probe start 2026-08-17 05:35:53
[preflight] custody controls verified for 1 problem(s); keys sealed and unreadable by execution
[phase: development] results are for post-mortems and convergence checking, NOT for the paper's evaluation table.
2026-08-17 06:23:30,103 [oasis] INFO: Starting OASiS MCP server
2026-08-17 06:23:30,111 [mcp.server.lowlevel.server] INFO: Processing request of type CallToolRequest
2026-08-17 06:23:30,150 [mcp.server.lowlevel.server] INFO: Processing request of type ListToolsRequest
2026-08-17 06:23:33,567 [mcp.server.lowlevel.server] INFO: Processing request of type ListToolsRequest
2026-08-17 06:23:33,574 [oasis] INFO: Session journal saved: /home/alexander/Schreibtisch/ofa-v2/data/sessions/session_8acb7804-b48f-48e6-87cd-afd6ff614984.json (1 events)
2026-08-17 06:23:38,849 [oasis.registry] INFO: Loaded discovered config: 5 backends
2026-08-17 06:23:38,850 [oasis.registry] INFO: Registered backend: 4C Multiphysics (fourc)
2026-08-17 06:23:38,850 [oasis.registry] INFO: Registered backend: FEniCSx (dolfinx) (fenics)
2026-08-17 06:23:38,851 [oasis.registry] INFO: Registered backend: deal.II (dealii)
2026-08-17 06:23:38,855 [oasis.registry] INFO: Registered backend: FEBio (febio)
2026-08-17 06:23:38,857 [oasis.registry] INFO: Registered backend: NGSolve (ngsolve)
2026-08-17 06:23:38,857 [oasis.ngsolve] INFO: NGSolve backend registered
2026-08-17 06:23:38,860 [oasis.registry] INFO: Registered backend: scikit-fem (skfem)
2026-08-17 06:23:38,860 [oasis.skfem] INFO: scikit-fem backend registered
2026-08-17 06:23:38,863 [oasis.registry] INFO: Registered backend: Kratos Multiphysics (kratos)
2026-08-17 06:23:38,863 [oasis.kratos] INFO: Kratos Multiphysics backend registered
2026-08-17 06:23:38,866 [oasis.registry] INFO: Registered backend: DUNE-fem (dune)
2026-08-17 06:23:38,866 [oasis.dune] INFO: DUNE-fem backend registered
2026-08-17 06:23:38,871 [oasis.registry] INFO: Registered backend: SPARTA (DSMC) (sparta)
2026-08-17 06:23:38,871 [oasis.sparta] INFO: SPARTA (DSMC) backend registered
2026-08-17 06:23:38,871 [oasis] INFO: Starting OASiS MCP server
2026-08-17 06:23:38,879 [mcp.server.lowlevel.server] INFO: Processing request of type CallToolRequest
2026-08-17 06:23:42,482 [mcp.server.lowlevel.server] INFO: Processing request of type ListToolsRequest
2026-08-17 06:23:42,491 [oasis] INFO: Session journal saved: /home/alexander/Schreibtisch/ofa-v2/data/sessions/session_8b09c075-304f-43fb-98e2-8f96aecaa6f3.json (1 events)
2026-08-17 06:23:47,056 [oasis.registry] INFO: Loaded discovered config: 5 backends
2026-08-17 06:23:47,057 [oasis.registry] INFO: Registered backend: 4C Multiphysics (fourc)
2026-08-17 06:23:47,058 [oasis.registry] INFO: Registered backend: FEniCSx (dolfinx) (fenics)
2026-08-17 06:23:47,059 [oasis.registry] INFO: Registered backend: deal.II (dealii)
2026-08-17 06:23:47,062 [oasis.registry] INFO: Registered backend: FEBio (febio)
2026-08-17 06:23:47,065 [oasis.registry] INFO: Registered backend: NGSolve (ngsolve)
2026-08-17 06:23:47,066 [oasis.ngsolve] INFO: NGSolve backend registered
2026-08-17 06:23:47,069 [oasis.registry] INFO: Registered backend: scikit-fem (skfem)
2026-08-17 06:23:47,069 [oasis.skfem] INFO: scikit-fem backend registered
2026-08-17 06:23:47,073 [oasis.registry] INFO: Registered backend: Kratos Multiphysics (kratos)
2026-08-17 06:23:47,073 [oasis.kratos] INFO: Kratos Multiphysics backend registered
2026-08-17 06:23:47,075 [oasis.registry] INFO: Registered backend: DUNE-fem (dune)
2026-08-17 06:23:47,075 [oasis.dune] INFO: DUNE-fem backend registered
2026-08-17 06:23:47,080 [oasis.registry] INFO: Registered backend: SPARTA (DSMC) (sparta)
2026-08-17 06:23:47,081 [oasis.sparta] INFO: SPARTA (DSMC) backend registered
2026-08-17 06:23:47,081 [oasis] INFO: Starting OASiS MCP server
2026-08-17 06:23:47,088 [mcp.server.lowlevel.server] INFO: Processing request of type CallToolRequest
2026-08-17 06:23:47,124 [mcp.server.lowlevel.server] INFO: Processing request of type ListToolsRequest
2026-08-17 06:23:50,170 [oasis.registry] INFO: Loaded discovered config: 5 backends
2026-08-17 06:23:50,171 [oasis.registry] INFO: Registered backend: 4C Multiphysics (fourc)
2026-08-17 06:23:50,172 [oasis.registry] INFO: Registered backend: FEniCSx (dolfinx) (fenics)
2026-08-17 06:23:50,172 [oasis.registry] INFO: Registered backend: deal.II (dealii)
2026-08-17 06:23:50,176 [oasis.registry] INFO: Registered backend: FEBio (febio)
2026-08-17 06:23:50,178 [oasis.registry] INFO: Registered backend: NGSolve (ngsolve)
2026-08-17 06:23:50,178 [oasis.ngsolve] INFO: NGSolve backend registered
2026-08-17 06:23:50,181 [oasis.registry] INFO: Registered backend: scikit-fem (skfem)
2026-08-17 06:23:50,181 [oasis.skfem] INFO: scikit-fem backend registered
2026-08-17 06:23:50,185 [oasis.registry] INFO: Registered backend: Kratos Multiphysics (kratos)
2026-08-17 06:23:50,185 [oasis.kratos] INFO: Kratos Multiphysics backend registered
2026-08-17 06:23:50,187 [oasis.registry] INFO: Registered backend: DUNE-fem (dune)
2026-08-17 06:23:50,187 [oasis.dune] INFO: DUNE-fem backend registered
2026-08-17 06:23:50,193 [oasis.registry] INFO: Registered backend: SPARTA (DSMC) (sparta)
2026-08-17 06:23:50,193 [oasis.sparta] INFO: SPARTA (DSMC) backend registered
2026-08-17 06:23:50,193 [oasis] INFO: Starting OASiS MCP server
2026-08-17 06:23:50,200 [mcp.server.lowlevel.server] INFO: Processing request of type CallToolRequest
2026-08-17 06:23:50,244 [mcp.server.lowlevel.server] INFO: Processing request of type ListToolsRequest
2026-08-17 06:24:00,487 [oasis.registry] INFO: Loaded discovered config: 5 backends
2026-08-17 06:24:00,488 [oasis.registry] INFO: Registered backend: 4C Multiphysics (fourc)
2026-08-17 06:24:00,489 [oasis.registry] INFO: Registered backend: FEniCSx (dolfinx) (fenics)
2026-08-17 06:24:00,489 [oasis.registry] INFO: Registered backend: deal.II (dealii)
2026-08-17 06:24:00,493 [oasis.registry] INFO: Registered backend: FEBio (febio)
2026-08-17 06:24:00,495 [oasis.registry] INFO: Registered backend: NGSolve (ngsolve)
2026-08-17 06:24:00,495 [oasis.ngsolve] INFO: NGSolve backend registered
2026-08-17 06:24:00,498 [oasis.registry] INFO: Registered backend: scikit-fem (skfem)
2026-08-17 06:24:00,498 [oasis.skfem] INFO: scikit-fem backend registered
2026-08-17 06:24:00,502 [oasis.registry] INFO: Registered backend: Kratos Multiphysics (kratos)
2026-08-17 06:24:00,502 [oasis.kratos] INFO: Kratos Multiphysics backend registered
2026-08-17 06:24:00,504 [oasis.registry] INFO: Registered backend: DUNE-fem (dune)
2026-08-17 06:24:00,504 [oasis.dune] INFO: DUNE-fem backend registered
2026-08-17 06:24:00,509 [oasis.registry] INFO: Registered backend: SPARTA (DSMC) (sparta)
2026-08-17 06:24:00,510 [oasis.sparta] INFO: SPARTA (DSMC) backend registered
2026-08-17 06:24:00,510 [oasis] INFO: Starting OASiS MCP server
2026-08-17 06:24:00,517 [mcp.server.lowlevel.server] INFO: Processing request of type CallToolRequest
2026-08-17 06:24:04,125 [mcp.server.lowlevel.server] INFO: Processing request of type ListToolsRequest
2026-08-17 06:24:04,134 [oasis] INFO: Session journal saved: /home/alexander/Schreibtisch/ofa-v2/data/sessions/session_aff9a3cd-e3b3-4297-b211-e1e635c06012.json (1 events)
2026-08-17 06:24:07,676 [oasis.registry] INFO: Loaded discovered config: 5 backends
2026-08-17 06:24:07,677 [oasis.registry] INFO: Registered backend: 4C Multiphysics (fourc)
2026-08-17 06:24:07,677 [oasis.registry] INFO: Registered backend: FEniCSx (dolfinx) (fenics)
2026-08-17 06:24:07,678 [oasis.registry] INFO: Registered backend: deal.II (dealii)
2026-08-17 06:24:07,682 [oasis.registry] INFO: Registered backend: FEBio (febio)
2026-08-17 06:24:07,684 [oasis.registry] INFO: Registered backend: NGSolve (ngsolve)
2026-08-17 06:24:07,684 [oasis.ngsolve] INFO: NGSolve backend registered
2026-08-17 06:24:07,687 [oasis.registry] INFO: Registered backend: scikit-fem (skfem)
2026-08-17 06:24:07,687 [oasis.skfem] INFO: scikit-fem backend registered
2026-08-17 06:24:07,690 [oasis.registry] INFO: Registered backend: Kratos Multiphysics (kratos)
2026-08-17 06:24:07,690 [oasis.kratos] INFO: Kratos Multiphysics backend registered
2026-08-17 06:24:07,693 [oasis.registry] INFO: Registered backend: DUNE-fem (dune)
2026-08-17 06:24:07,693 [oasis.dune] INFO: DUNE-fem backend registered
2026-08-17 06:24:07,698 [oasis.registry] INFO: Registered backend: SPARTA (DSMC) (sparta)
2026-08-17 06:24:07,698 [oasis.sparta] INFO: SPARTA (DSMC) backend registered
2026-08-17 06:24:07,698 [oasis] INFO: Starting OASiS MCP server
2026-08-17 06:24:07,705 [mcp.server.lowlevel.server] INFO: Processing request of type CallToolRequest
2026-08-17 06:24:07,982 [mcp.server.lowlevel.server] INFO: Processing request of type ListToolsRequest
2026-08-17 06:24:07,988 [oasis] INFO: Session journal saved: /home/alexander/Schreibtisch/ofa-v2/data/sessions/session_71efe350-e4cc-4193-890c-0207b77d3f24.json (1 events)
2026-08-17 06:24:09,250 [oasis.registry] INFO: Loaded discovered config: 5 backends
2026-08-17 06:24:09,251 [oasis.registry] INFO: Registered backend: 4C Multiphysics (fourc)
2026-08-17 06:24:09,252 [oasis.registry] INFO: Registered backend: FEniCSx (dolfinx) (fenics)
2026-08-17 06:24:09,252 [oasis.registry] INFO: Registered backend: deal.II (dealii)
2026-08-17 06:24:09,256 [oasis.registry] INFO: Registered backend: FEBio (febio)
2026-08-17 06:24:09,258 [oasis.registry] INFO: Registered backend: NGSolve (ngsolve)
2026-08-17 06:24:09,258 [oasis.ngsolve] INFO: NGSolve backend registered
2026-08-17 06:24:09,261 [oasis.registry] INFO: Registered backend: scikit-fem (skfem)
2026-08-17 06:24:09,261 [oasis.skfem] INFO: scikit-fem backend registered
2026-08-17 06:24:09,265 [oasis.registry] INFO: Registered backend: Kratos Multiphysics (kratos)
2026-08-17 06:24:09,265 [oasis.kratos] INFO: Kratos Multiphysics backend registered
2026-08-17 06:24:09,267 [oasis.registry] INFO: Registered backend: DUNE-fem (dune)
2026-08-17 06:24:09,267 [oasis.dune] INFO: DUNE-fem backend registered
2026-08-17 06:24:09,272 [oasis.registry] INFO: Registered backend: SPARTA (DSMC) (sparta)
2026-08-17 06:24:09,273 [oasis.sparta] INFO: SPARTA (DSMC) backend registered
2026-08-17 06:24:09,273 [oasis] INFO: Starting OASiS MCP server
2026-08-17 06:24:09,280 [mcp.server.lowlevel.server] INFO: Processing request of type CallToolRequest
2026-08-17 06:24:09,283 [mcp.server.lowlevel.server] INFO: Processing request of type ListToolsRequest
/home/alexander/Schreibtisch/ofa-v2/langgraph_eval/agent.py:290: LangGraphDeprecatedSinceV10: create_react_agent has been moved to `langchain.agents`. Please update your import to `from langchain.agents import create_agent`. Deprecated in LangGraph V1.0 to be removed in V2.0.
  sub_agent = create_react_agent(
2026-08-17 06:25:24,559 [oasis.registry] INFO: Loaded discovered config: 5 backends
2026-08-17 06:25:24,560 [oasis.registry] INFO: Registered backend: 4C Multiphysics (fourc)
2026-08-17 06:25:24,560 [oasis.registry] INFO: Registered backend: FEniCSx (dolfinx) (fenics)
2026-08-17 06:25:24,561 [oasis.registry] INFO: Registered backend: deal.II (dealii)
2026-08-17 06:25:24,562 [oasis.registry] INFO: Loaded discovered config: 5 backends
2026-08-17 06:25:24,563 [oasis.registry] INFO: Registered backend: 4C Multiphysics (fourc)
2026-08-17 06:25:24,564 [oasis.registry] INFO: Registered backend: FEniCSx (dolfinx) (fenics)
2026-08-17 06:25:24,564 [oasis.registry] INFO: Registered backend: deal.II (dealii)
2026-08-17 06:25:24,565 [oasis.registry] INFO: Registered backend: FEBio (febio)
2026-08-17 06:25:24,567 [oasis.registry] INFO: Loaded discovered config: 5 backends
2026-08-17 06:25:24,567 [oasis.registry] INFO: Registered backend: NGSolve (ngsolve)
2026-08-17 06:25:24,567 [oasis.ngsolve] INFO: NGSolve backend registered
2026-08-17 06:25:24,568 [oasis.registry] INFO: Registered backend: FEBio (febio)
2026-08-17 06:25:24,568 [oasis.registry] INFO: Registered backend: 4C Multiphysics (fourc)
2026-08-17 06:25:24,568 [oasis.registry] INFO: Registered backend: FEniCSx (dolfinx) (fenics)
2026-08-17 06:25:24,569 [oasis.registry] INFO: Registered backend: deal.II (dealii)
2026-08-17 06:25:24,570 [oasis.registry] INFO: Registered backend: scikit-fem (skfem)
2026-08-17 06:25:24,570 [oasis.skfem] INFO: scikit-fem backend registered
2026-08-17 06:25:24,570 [oasis.registry] INFO: Registered backend: NGSolve (ngsolve)
2026-08-17 06:25:24,570 [oasis.ngsolve] INFO: NGSolve backend registered
2026-08-17 06:25:24,573 [oasis.registry] INFO: Registered backend: FEBio (febio)
2026-08-17 06:25:24,573 [oasis.registry] INFO: Registered backend: scikit-fem (skfem)
2026-08-17 06:25:24,573 [oasis.skfem] INFO: scikit-fem backend registered
2026-08-17 06:25:24,574 [oasis.registry] INFO: Registered backend: Kratos Multiphysics (kratos)
2026-08-17 06:25:24,574 [oasis.kratos] INFO: Kratos Multiphysics backend registered
2026-08-17 06:25:24,575 [oasis.registry] INFO: Registered backend: NGSolve (ngsolve)
2026-08-17 06:25:24,575 [oasis.ngsolve] INFO: NGSolve backend registered
2026-08-17 06:25:24,576 [oasis.registry] INFO: Registered backend: DUNE-fem (dune)
2026-08-17 06:25:24,576 [oasis.dune] INFO: DUNE-fem backend registered
2026-08-17 06:25:24,577 [oasis.registry] INFO: Registered backend: Kratos Multiphysics (kratos)
2026-08-17 06:25:24,577 [oasis.kratos] INFO: Kratos Multiphysics backend registered
2026-08-17 06:25:24,578 [oasis.registry] INFO: Registered backend: scikit-fem (skfem)
2026-08-17 06:25:24,578 [oasis.skfem] INFO: scikit-fem backend registered
2026-08-17 06:25:24,579 [oasis.registry] INFO: Registered backend: DUNE-fem (dune)
2026-08-17 06:25:24,579 [oasis.dune] INFO: DUNE-fem backend registered
2026-08-17 06:25:24,581 [oasis.registry] INFO: Registered backend: SPARTA (DSMC) (sparta)
2026-08-17 06:25:24,581 [oasis.sparta] INFO: SPARTA (DSMC) backend registered
2026-08-17 06:25:24,581 [oasis] INFO: Starting OASiS MCP server
2026-08-17 06:25:24,582 [oasis.registry] INFO: Registered backend: Kratos Multiphysics (kratos)
2026-08-17 06:25:24,582 [oasis.kratos] INFO: Kratos Multiphysics backend registered
2026-08-17 06:25:24,584 [oasis.registry] INFO: Registered backend: SPARTA (DSMC) (sparta)
2026-08-17 06:25:24,585 [oasis.sparta] INFO: SPARTA (DSMC) backend registered
2026-08-17 06:25:24,585 [oasis] INFO: Starting OASiS MCP server
2026-08-17 06:25:24,585 [oasis.registry] INFO: Registered backend: DUNE-fem (dune)
2026-08-17 06:25:24,585 [oasis.dune] INFO: DUNE-fem backend registered
2026-08-17 06:25:24,589 [mcp.server.lowlevel.server] INFO: Processing request of type CallToolRequest
2026-08-17 06:25:24,590 [oasis.registry] INFO: Registered backend: SPARTA (DSMC) (sparta)
2026-08-17 06:25:24,590 [oasis.sparta] INFO: SPARTA (DSMC) backend registered
2026-08-17 06:25:24,590 [oasis] INFO: Starting OASiS MCP server
2026-08-17 06:25:24,592 [mcp.server.lowlevel.server] INFO: Processing request of type CallToolRequest
2026-08-17 06:25:24,593 [mcp.server.lowlevel.server] INFO: Processing request of type ListToolsRequest
2026-08-17 06:25:24,600 [oasis] INFO: Session journal saved: /home/alexander/Schreibtisch/ofa-v2/data/sessions/session_05a48cac-2b4c-412d-a28c-0f8bd4c94752.json (1 events)
2026-08-17 06:25:24,600 [mcp.server.lowlevel.server] INFO: Processing request of type CallToolRequest
2026-08-17 06:25:24,645 [mcp.server.lowlevel.server] INFO: Processing request of type ListToolsRequest
2026-08-17 06:25:24,645 [mcp.server.lowlevel.server] INFO: Processing request of type ListToolsRequest
/home/alexander/Schreibtisch/ofa-v2/langgraph_eval/agent.py:215: RuntimeWarning: This package (`duckduckgo_search`) has been renamed to `ddgs`! Use `pip install ddgs` instead.
  with DDGS() as ddgs:
/home/alexander/Schreibtisch/ofa-v2/langgraph_eval/agent.py:215: RuntimeWarning: This package (`duckduckgo_search`) has been renamed to `ddgs`! Use `pip install ddgs` instead.
  with DDGS() as ddgs:
/home/alexander/Schreibtisch/ofa-v2/langgraph_eval/agent.py:215: RuntimeWarning: This package (`duckduckgo_search`) has been renamed to `ddgs`! Use `pip install ddgs` instead.
  with DDGS() as ddgs:
2026-08-17 06:25:32,852 [oasis.registry] INFO: Loaded discovered config: 5 backends
2026-08-17 06:25:32,853 [oasis.registry] INFO: Registered backend: 4C Multiphysics (fourc)
2026-08-17 06:25:32,854 [oasis.registry] INFO: Registered backend: FEniCSx (dolfinx) (fenics)
2026-08-17 06:25:32,854 [oasis.registry] INFO: Loaded discovered config: 5 backends
2026-08-17 06:25:32,854 [oasis.registry] INFO: Registered backend: deal.II (dealii)
2026-08-17 06:25:32,855 [oasis.registry] INFO: Registered backend: 4C Multiphysics (fourc)
2026-08-17 06:25:32,855 [oasis.registry] INFO: Registered backend: FEniCSx (dolfinx) (fenics)
2026-08-17 06:25:32,856 [oasis.registry] INFO: Registered backend: deal.II (dealii)
2026-08-17 06:25:32,858 [oasis.registry] INFO: Registered backend: FEBio (febio)
2026-08-17 06:25:32,860 [oasis.registry] INFO: Registered backend: FEBio (febio)
2026-08-17 06:25:32,860 [oasis.registry] INFO: Registered backend: NGSolve (ngsolve)
2026-08-17 06:25:32,861 [oasis.ngsolve] INFO: NGSolve backend registered
2026-08-17 06:25:32,862 [oasis.registry] INFO: Registered backend: NGSolve (ngsolve)
2026-08-17 06:25:32,862 [oasis.ngsolve] INFO: NGSolve backend registered
2026-08-17 06:25:32,863 [oasis.registry] INFO: Registered backend: scikit-fem (skfem)
2026-08-17 06:25:32,863 [oasis.skfem] INFO: scikit-fem backend registered
2026-08-17 06:25:32,865 [oasis.registry] INFO: Registered backend: scikit-fem (skfem)
2026-08-17 06:25:32,865 [oasis.skfem] INFO: scikit-fem backend registered
2026-08-17 06:25:32,867 [oasis.registry] INFO: Registered backend: Kratos Multiphysics (kratos)
2026-08-17 06:25:32,867 [oasis.kratos] INFO: Kratos Multiphysics backend registered
2026-08-17 06:25:32,868 [oasis.registry] INFO: Registered backend: Kratos Multiphysics (kratos)
2026-08-17 06:25:32,868 [oasis.kratos] INFO: Kratos Multiphysics backend registered
2026-08-17 06:25:32,869 [oasis.registry] INFO: Registered backend: DUNE-fem (dune)
2026-08-17 06:25:32,869 [oasis.dune] INFO: DUNE-fem backend registered
2026-08-17 06:25:32,871 [oasis.registry] INFO: Registered backend: DUNE-fem (dune)
2026-08-17 06:25:32,871 [oasis.dune] INFO: DUNE-fem backend registered
2026-08-17 06:25:32,875 [oasis.registry] INFO: Registered backend: SPARTA (DSMC) (sparta)
2026-08-17 06:25:32,875 [oasis.sparta] INFO: SPARTA (DSMC) backend registered
2026-08-17 06:25:32,875 [oasis] INFO: Starting OASiS MCP server
2026-08-17 06:25:32,876 [oasis.registry] INFO: Registered backend: SPARTA (DSMC) (sparta)
2026-08-17 06:25:32,876 [oasis.sparta] INFO: SPARTA (DSMC) backend registered
2026-08-17 06:25:32,876 [oasis] INFO: Starting OASiS MCP server
2026-08-17 06:25:32,882 [mcp.server.lowlevel.server] INFO: Processing request of type CallToolRequest
2026-08-17 06:25:32,884 [mcp.server.lowlevel.server] INFO: Processing request of type CallToolRequest
2026-08-17 06:25:36,613 [mcp.server.lowlevel.server] INFO: Processing request of type ListToolsRequest
2026-08-17 06:25:36,622 [oasis] INFO: Session journal saved: /home/alexander/Schreibtisch/ofa-v2/data/sessions/session_735cb804-a649-4407-bd2d-2199458f8908.json (1 events)
2026-08-17 06:25:36,631 [mcp.server.lowlevel.server] INFO: Processing request of type ListToolsRequest
2026-08-17 06:25:36,640 [oasis] INFO: Session journal saved: /home/alexander/Schreibtisch/ofa-v2/data/sessions/session_50f154f8-0e30-4bbc-850b-77b51b6643d8.json (1 events)
2026-08-17 06:25:39,868 [oasis.registry] INFO: Loaded discovered config: 5 backends
2026-08-17 06:25:39,869 [oasis.registry] INFO: Registered backend: 4C Multiphysics (fourc)
2026-08-17 06:25:39,870 [oasis.registry] INFO: Registered backend: FEniCSx (dolfinx) (fenics)
2026-08-17 06:25:39,870 [oasis.registry] INFO: Registered backend: deal.II (dealii)
2026-08-17 06:25:39,871 [oasis.registry] INFO: Loaded discovered config: 5 backends
2026-08-17 06:25:39,872 [oasis.registry] INFO: Registered backend: 4C Multiphysics (fourc)
2026-08-17 06:25:39,873 [oasis.registry] INFO: Registered backend: FEniCSx (dolfinx) (fenics)
2026-08-17 06:25:39,873 [oasis.registry] INFO: Registered backend: deal.II (dealii)
2026-08-17 06:25:39,874 [oasis.registry] INFO: Registered backend: FEBio (febio)
2026-08-17 06:25:39,877 [oasis.registry] INFO: Registered backend: NGSolve (ngsolve)
2026-08-17 06:25:39,877 [oasis.ngsolve] INFO: NGSolve backend registered
2026-08-17 06:25:39,877 [oasis.registry] INFO: Registered backend: FEBio (febio)
2026-08-17 06:25:39,879 [oasis.registry] INFO: Registered backend: scikit-fem (skfem)
2026-08-17 06:25:39,879 [oasis.skfem] INFO: scikit-fem backend registered
2026-08-17 06:25:39,880 [oasis.registry] INFO: Registered backend: NGSolve (ngsolve)
2026-08-17 06:25:39,880 [oasis.ngsolve] INFO: NGSolve backend registered
2026-08-17 06:25:39,882 [oasis.registry] INFO: Registered backend: scikit-fem (skfem)
2026-08-17 06:25:39,882 [oasis.skfem] INFO: scikit-fem backend registered
2026-08-17 06:25:39,883 [oasis.registry] INFO: Registered backend: Kratos Multiphysics (kratos)
2026-08-17 06:25:39,883 [oasis.kratos] INFO: Kratos Multiphysics backend registered
2026-08-17 06:25:39,886 [oasis.registry] INFO: Registered backend: DUNE-fem (dune)
2026-08-17 06:25:39,886 [oasis.dune] INFO: DUNE-fem backend registered
2026-08-17 06:25:39,886 [oasis.registry] INFO: Registered backend: Kratos Multiphysics (kratos)
2026-08-17 06:25:39,886 [oasis.kratos] INFO: Kratos Multiphysics backend registered
2026-08-17 06:25:39,888 [oasis.registry] INFO: Registered backend: DUNE-fem (dune)
2026-08-17 06:25:39,888 [oasis.dune] INFO: DUNE-fem backend registered
2026-08-17 06:25:39,891 [oasis.registry] INFO: Registered backend: SPARTA (DSMC) (sparta)
2026-08-17 06:25:39,891 [oasis.sparta] INFO: SPARTA (DSMC) backend registered
2026-08-17 06:25:39,891 [oasis] INFO: Starting OASiS MCP server
2026-08-17 06:25:39,894 [oasis.registry] INFO: Registered backend: SPARTA (DSMC) (sparta)
2026-08-17 06:25:39,894 [oasis.sparta] INFO: SPARTA (DSMC) backend registered
2026-08-17 06:25:39,894 [oasis] INFO: Starting OASiS MCP server
2026-08-17 06:25:39,899 [mcp.server.lowlevel.server] INFO: Processing request of type CallToolRequest
2026-08-17 06:25:39,901 [mcp.server.lowlevel.server] INFO: Processing request of type CallToolRequest
2026-08-17 06:25:39,908 [mcp.server.lowlevel.server] INFO: Processing request of type ListToolsRequest
2026-08-17 06:25:43,423 [mcp.server.lowlevel.server] INFO: Processing request of type ListToolsRequest
2026-08-17 06:25:43,431 [oasis] INFO: Session journal saved: /home/alexander/Schreibtisch/ofa-v2/data/sessions/session_8e4c6463-2f64-4518-a552-aa58ca38d054.json (1 events)
/home/alexander/Schreibtisch/ofa-v2/langgraph_eval/agent.py:215: RuntimeWarning: This package (`duckduckgo_search`) has been renamed to `ddgs`! Use `pip install ddgs` instead.
  with DDGS() as ddgs:
/home/alexander/Schreibtisch/ofa-v2/langgraph_eval/agent.py:215: RuntimeWarning: This package (`duckduckgo_search`) has been renamed to `ddgs`! Use `pip install ddgs` instead.
  with DDGS() as ddgs:
/home/alexander/Schreibtisch/ofa-v2/langgraph_eval/agent.py:215: RuntimeWarning: This package (`duckduckgo_search`) has been renamed to `ddgs`! Use `pip install ddgs` instead.
  with DDGS() as ddgs:
/home/alexander/Schreibtisch/ofa-v2/langgraph_eval/agent.py:215: RuntimeWarning: This package (`duckduckgo_search`) has been renamed to `ddgs`! Use `pip install ddgs` instead.
  with DDGS() as ddgs:
2026-08-17 06:25:51,037 [oasis.registry] INFO: Loaded discovered config: 5 backends
2026-08-17 06:25:51,038 [oasis.registry] INFO: Registered backend: 4C Multiphysics (fourc)
2026-08-17 06:25:51,038 [oasis.registry] INFO: Registered backend: FEniCSx (dolfinx) (fenics)
2026-08-17 06:25:51,039 [oasis.registry] INFO: Registered backend: deal.II (dealii)
2026-08-17 06:25:51,043 [oasis.registry] INFO: Registered backend: FEBio (febio)
2026-08-17 06:25:51,046 [oasis.registry] INFO: Registered backend: NGSolve (ngsolve)
2026-08-17 06:25:51,046 [oasis.ngsolve] INFO: NGSolve backend registered
2026-08-17 06:25:51,048 [oasis.registry] INFO: Registered backend: scikit-fem (skfem)
2026-08-17 06:25:51,048 [oasis.skfem] INFO: scikit-fem backend registered
2026-08-17 06:25:51,052 [oasis.registry] INFO: Registered backend: Kratos Multiphysics (kratos)
2026-08-17 06:25:51,052 [oasis.kratos] INFO: Kratos Multiphysics backend registered
2026-08-17 06:25:51,055 [oasis.registry] INFO: Registered backend: DUNE-fem (dune)
2026-08-17 06:25:51,055 [oasis.dune] INFO: DUNE-fem backend registered
2026-08-17 06:25:51,060 [oasis.registry] INFO: Registered backend: SPARTA (DSMC) (sparta)
2026-08-17 06:25:51,060 [oasis.sparta] INFO: SPARTA (DSMC) backend registered
2026-08-17 06:25:51,060 [oasis] INFO: Starting OASiS MCP server
2026-08-17 06:25:51,068 [mcp.server.lowlevel.server] INFO: Processing request of type CallToolRequest
2026-08-17 06:25:54,608 [mcp.server.lowlevel.server] INFO: Processing request of type ListToolsRequest
2026-08-17 06:25:54,617 [oasis] INFO: Session journal saved: /home/alexander/Schreibtisch/ofa-v2/data/sessions/session_88fe02c5-a4da-4983-b841-af6d7f2dc2f7.json (1 events)
2026-08-17 06:25:58,489 [oasis.registry] INFO: Loaded discovered config: 5 backends
2026-08-17 06:25:58,491 [oasis.registry] INFO: Registered backend: 4C Multiphysics (fourc)
2026-08-17 06:25:58,491 [oasis.registry] INFO: Registered backend: FEniCSx (dolfinx) (fenics)
2026-08-17 06:25:58,491 [oasis.registry] INFO: Registered backend: deal.II (dealii)
2026-08-17 06:25:58,495 [oasis.registry] INFO: Registered backend: FEBio (febio)
2026-08-17 06:25:58,496 [oasis.registry] INFO: Loaded discovered config: 5 backends
2026-08-17 06:25:58,497 [oasis.registry] INFO: Registered backend: 4C Multiphysics (fourc)
2026-08-17 06:25:58,498 [oasis.registry] INFO: Registered backend: NGSolve (ngsolve)
2026-08-17 06:25:58,498 [oasis.ngsolve] INFO: NGSolve backend registered
2026-08-17 06:25:58,498 [oasis.registry] INFO: Registered backend: FEniCSx (dolfinx) (fenics)
2026-08-17 06:25:58,498 [oasis.registry] INFO: Registered backend: deal.II (dealii)
2026-08-17 06:25:58,500 [oasis.registry] INFO: Registered backend: scikit-fem (skfem)
2026-08-17 06:25:58,500 [oasis.skfem] INFO: scikit-fem backend registered
2026-08-17 06:25:58,502 [oasis.registry] INFO: Registered backend: FEBio (febio)
2026-08-17 06:25:58,504 [oasis.registry] INFO: Registered backend: Kratos Multiphysics (kratos)
2026-08-17 06:25:58,504 [oasis.kratos] INFO: Kratos Multiphysics backend registered
2026-08-17 06:25:58,505 [oasis.registry] INFO: Registered backend: NGSolve (ngsolve)
2026-08-17 06:25:58,505 [oasis.ngsolve] INFO: NGSolve backend registered
